80,tcp,0.484143
631,udp,0.450281
161,udp,0.433467
137,udp,0.365163
123,udp,0.330879
138,udp,0.297830
1434,udp,0.293184
445,udp,0.253118
135,udp,0.244452
67,udp,0.228010
23,tcp,0.221265
53,udp,0.213496
443,tcp,0.208669
21,tcp,0.197667
139,udp,0.193726
22,tcp,0.182286
500,udp,0.163742
68,udp,0.140118
520,udp,0.139376
1900,udp,0.136543
25,tcp,0.131314
4500,udp,0.124467
514,udp,0.119804
49152,udp,0.116002
162,udp,0.103346
69,udp,0.102835
5353,udp,0.100166
111,udp,0.093988
49154,udp,0.092369
3389,tcp,0.083904
110,tcp,0.077142
1701,udp,0.076163
998,udp,0.073395
996,udp,0.073362
997,udp,0.073247
999,udp,0.073230
3283,udp,0.066072
49153,udp,0.060743
445,tcp,0.056944
1812,udp,0.053839
136,udp,0.051862
139,tcp,0.050809
143,tcp,0.050420
53,tcp,0.048463
2222,udp,0.047902
135,tcp,0.047798
3306,tcp,0.045390
2049,udp,0.044531
32768,udp,0.044407
5060,udp,0.044350
8080,tcp,0.042052
1025,udp,0.041813
1433,udp,0.036821
3456,udp,0.036607
80,udp,0.035767
1723,tcp,0.032468
111,tcp,0.030034
995,tcp,0.029921
993,tcp,0.027199
20031,udp,0.025490
1026,udp,0.024777
7,udp,0.024679
5900,tcp,0.023560
1646,udp,0.023196
1645,udp,0.023180
593,udp,0.022933
1025,tcp,0.022406
518,udp,0.022208
2048,udp,0.021549
626,udp,0.021473
1027,udp,0.019822
587,tcp,0.019721
177,udp,0.018551
1719,udp,0.018500
427,udp,0.018270
497,udp,0.017348
8888,tcp,0.016522
4444,udp,0.016343
1023,udp,0.016188
65024,udp,0.016064
199,tcp,0.015945
19,udp,0.015865
9,udp,0.015733
49193,udp,0.015562
1029,udp,0.014536
1720,tcp,0.014277
49,udp,0.014020
465,tcp,0.013888
88,udp,0.013476
1028,udp,0.013443
17185,udp,0.013395
1718,udp,0.012554
49186,udp,0.012550
548,tcp,0.012395
113,tcp,0.012370
81,tcp,0.012056
6001,tcp,0.011730
2000,udp,0.011697
10000,tcp,0.011692
31337,udp,0.011469
514,tcp,0.011078
49201,udp,0.011044
49192,udp,0.011044
515,udp,0.011022
2223,udp,0.010902
443,udp,0.010840
5060,tcp,0.010613
49181,udp,0.010542
179,tcp,0.010538
1813,udp,0.010429
1026,tcp,0.010237
120,udp,0.010181
158,udp,0.010148
2000,tcp,0.010112
49200,udp,0.010040
8443,tcp,0.009986
8000,tcp,0.009710
3703,udp,0.009580
32815,udp,0.009322
17,udp,0.009209
32768,tcp,0.009199
5000,udp,0.008913
32771,udp,0.008490
33281,udp,0.008286
554,tcp,0.008104
1030,udp,0.008007
26,tcp,0.007991
1022,udp,0.007929
1433,tcp,0.007929
623,udp,0.007929
49152,tcp,0.007907
32769,udp,0.007768
5632,udp,0.007694
10000,udp,0.007598
49194,udp,0.007530
49191,udp,0.007530
49182,udp,0.007530
49156,udp,0.007530
2001,tcp,0.007339
9200,udp,0.007268
515,tcp,0.007214
30718,udp,0.007190
49211,udp,0.007028
49190,udp,0.007028
49188,udp,0.007028
49185,udp,0.007028
5001,udp,0.007018
5355,udp,0.006938
8008,tcp,0.006843
49154,tcp,0.006767
32770,udp,0.006745
37444,udp,0.006732
34861,udp,0.006732
34555,udp,0.006732
1027,tcp,0.006724
1032,udp,0.006705
4045,udp,0.006656
3130,udp,0.006656
1031,udp,0.006639
5666,tcp,0.006614
646,tcp,0.006549
49196,udp,0.006526
49158,udp,0.006526
37,udp,0.006458
2967,udp,0.006425
5000,tcp,0.006423
4000,udp,0.006392
989,udp,0.006277
3659,udp,0.006277
5631,tcp,0.006248
4672,udp,0.006227
34862,udp,0.006214
23,udp,0.006211
631,tcp,0.006160
49153,tcp,0.006158
8081,tcp,0.006147
2049,tcp,0.006110
88,tcp,0.006072
49195,udp,0.006024
49189,udp,0.006024
49187,udp,0.006024
49162,udp,0.006024
79,tcp,0.006022
5800,tcp,0.005947
2148,udp,0.005946
106,tcp,0.005934
2121,tcp,0.005834
1110,tcp,0.005809
49155,tcp,0.005702
41524,udp,0.005697
6000,tcp,0.005683
513,tcp,0.005595
10080,udp,0.005585
990,tcp,0.005570
5357,tcp,0.005474
427,tcp,0.005382
32772,udp,0.005352
49156,tcp,0.005322
407,udp,0.005305
42,udp,0.005288
543,tcp,0.005282
544,tcp,0.005269
33354,udp,0.005179
1034,udp,0.005173
5101,tcp,0.005156
49199,udp,0.005020
49180,udp,0.005020
144,tcp,0.004981
3389,udp,0.004955
1001,udp,0.004955
6346,udp,0.004893
7,tcp,0.004855
21,udp,0.004844
13,udp,0.004827
517,udp,0.004794
1068,udp,0.004778
389,tcp,0.004717
8009,tcp,0.004642
990,udp,0.004625
1045,udp,0.004625
1041,udp,0.004625
6001,udp,0.004625
1782,udp,0.004625
19283,udp,0.004575
49210,udp,0.004518
49209,udp,0.004518
49208,udp,0.004518
49205,udp,0.004518
49202,udp,0.004518
49184,udp,0.004518
49179,udp,0.004518
49171,udp,0.004518
3128,tcp,0.004516
9876,udp,0.004498
444,tcp,0.004466
39213,udp,0.004446
9999,tcp,0.004441
5009,tcp,0.004416
800,udp,0.004333
7070,tcp,0.004328
389,udp,0.004300
464,udp,0.004300
1039,udp,0.004295
1036,udp,0.004295
1038,udp,0.004295
1419,udp,0.004267
5190,tcp,0.004190
192,udp,0.004168
199,udp,0.004152
44968,udp,0.004143
3000,tcp,0.004115
5432,tcp,0.004090
1008,udp,0.004020
49166,udp,0.004016
49159,udp,0.004016
1900,tcp,0.003977
3986,tcp,0.003977
1033,udp,0.003964
1024,udp,0.003964
13,tcp,0.003927
22986,udp,0.003922
19682,udp,0.003922
22,udp,0.003905
1029,tcp,0.003801
9,tcp,0.003764
2002,udp,0.003740
5051,tcp,0.003649
6646,tcp,0.003649
1021,udp,0.003634
11487,udp,0.003634
664,udp,0.003634
49157,tcp,0.003573
58002,udp,0.003514
49172,udp,0.003514
49168,udp,0.003514
49165,udp,0.003514
49163,udp,0.003514
1043,udp,0.003493
1028,tcp,0.003421
873,tcp,0.003400
1755,tcp,0.003350
2717,tcp,0.003345
4899,tcp,0.003337
1885,udp,0.003304
1049,udp,0.003304
5093,udp,0.003304
1044,udp,0.003304
3052,udp,0.003304
6000,udp,0.003304
7938,udp,0.003304
1019,udp,0.003304
5351,udp,0.003304
683,udp,0.003304
5500,udp,0.003295
9100,tcp,0.003287
27892,udp,0.003268
16680,udp,0.003268
119,tcp,0.003262
32773,udp,0.003238
37,tcp,0.003161
1000,tcp,0.003149
3001,tcp,0.003124
41058,udp,0.003107
35777,udp,0.003107
113,udp,0.003031
5001,tcp,0.003023
52225,udp,0.003012
49174,udp,0.003012
49169,udp,0.003012
49160,udp,0.003012
1056,udp,0.002973
1047,udp,0.002973
8193,udp,0.002973
685,udp,0.002973
1886,udp,0.002973
686,udp,0.002973
6004,udp,0.002973
38293,udp,0.002970
782,udp,0.002933
82,tcp,0.002923
786,udp,0.002900
10010,tcp,0.002889
38037,udp,0.002869
1030,tcp,0.002860
32774,udp,0.002819
9090,tcp,0.002747
2107,tcp,0.002737
1024,tcp,0.002722
780,udp,0.002718
1080,udp,0.002685
32775,udp,0.002668
2103,tcp,0.002661
682,udp,0.002643
2051,udp,0.002643
1054,udp,0.002643
9950,udp,0.002643
983,udp,0.002643
6971,udp,0.002643
6970,udp,0.002643
1014,udp,0.002643
1066,udp,0.002643
5050,udp,0.002636
781,udp,0.002636
31891,udp,0.002614
31681,udp,0.002614
31073,udp,0.002614
30365,udp,0.002614
30303,udp,0.002614
29823,udp,0.002614
28547,udp,0.002614
27195,udp,0.002614
25375,udp,0.002614
22996,udp,0.002614
22846,udp,0.002614
21383,udp,0.002614
20389,udp,0.002614
20126,udp,0.002614
20019,udp,0.002614
19616,udp,0.002614
19503,udp,0.002614
19120,udp,0.002614
18449,udp,0.002614
16947,udp,0.002614
16832,udp,0.002614
6004,tcp,0.002597
42172,udp,0.002589
33355,udp,0.002589
1801,tcp,0.002585
32779,udp,0.002584
5050,tcp,0.002584
19,tcp,0.002559
53571,udp,0.002510
52503,udp,0.002510
49215,udp,0.002510
49213,udp,0.002510
49212,udp,0.002510
49204,udp,0.002510
49198,udp,0.002510
49175,udp,0.002510
49167,udp,0.002510
8031,tcp,0.002509
5002,udp,0.002504
1041,tcp,0.002433
27015,udp,0.002432
255,tcp,0.002409
1056,tcp,0.002357
1049,tcp,0.002357
1065,tcp,0.002357
2967,tcp,0.002357
1048,tcp,0.002357
1053,tcp,0.002357
1064,tcp,0.002357
1054,tcp,0.002357
3703,tcp,0.002357
5003,udp,0.002356
17,tcp,0.002346
7000,udp,0.002339
513,udp,0.002323
1485,udp,0.002323
1065,udp,0.002313
1048,udp,0.002313
1090,udp,0.002313
684,udp,0.002313
9103,udp,0.002313
1037,udp,0.002313
1761,udp,0.002313
808,tcp,0.002296
3689,tcp,0.002283
32777,udp,0.002282
539,udp,0.002274
767,udp,0.002257
434,udp,0.002257
54321,udp,0.002246
3401,udp,0.002241
1031,tcp,0.002221
112,udp,0.002208
1044,tcp,0.002205
1071,tcp,0.002205
5901,tcp,0.002145
6347,udp,0.002142
512,udp,0.002142
1000,udp,0.002142
100,tcp,0.002133
9102,tcp,0.002133
8010,tcp,0.002129
2869,tcp,0.002129
1039,tcp,0.002129
4001,tcp,0.002129
9000,tcp,0.002129
5120,tcp,0.002129
363,udp,0.002125
2105,tcp,0.002120
636,tcp,0.002083
47624,udp,0.002071
42508,udp,0.002071
45441,udp,0.002071
41370,udp,0.002071
41081,udp,0.002071
40915,udp,0.002071
40732,udp,0.002071
40708,udp,0.002071
40441,udp,0.002071
40116,udp,0.002071
39888,udp,0.002071
36206,udp,0.002071
35438,udp,0.002071
34892,udp,0.002071
34125,udp,0.002071
33744,udp,0.002071
32931,udp,0.002071
32818,udp,0.002071
1038,tcp,0.002053
38,udp,0.002043
776,udp,0.002043
2601,tcp,0.002032
32776,udp,0.002013
64513,udp,0.002008
63555,udp,0.002008
62287,udp,0.002008
61370,udp,0.002008
58640,udp,0.002008
58631,udp,0.002008
56141,udp,0.002008
54281,udp,0.002008
51717,udp,0.002008
