631,0.450281
161,0.433467
137,0.365163
123,0.330879
138,0.297830
1434,0.293184
445,0.253118
135,0.244452
67,0.228010
53,0.213496
139,0.193726
500,0.163742
68,0.140118
520,0.139376
1900,0.136543
4500,0.124467
514,0.119804
49152,0.116002
162,0.103346
69,0.102835
5353,0.100166
111,0.093988
49154,0.092369
1701,0.076163
998,0.073395
996,0.073362
997,0.073247
999,0.073230
3283,0.066072
49153,0.060743
1812,0.053839
136,0.051862
2222,0.047902
2049,0.044531
32768,0.044407
5060,0.044350
1025,0.041813
1433,0.036821
3456,0.036607
80,0.035767
20031,0.025490
1026,0.024777
7,0.024679
1646,0.023196
1645,0.023180
593,0.022933
518,0.022208
2048,0.021549
626,0.021473
1027,0.019822
177,0.018551
1719,0.018500
427,0.018270
497,0.017348
4444,0.016343
1023,0.016188
65024,0.016064
19,0.015865
9,0.015733
49193,0.015562
1029,0.014536
49,0.014020
88,0.013476
1028,0.013443
17185,0.013395
1718,0.012554
49186,0.012550
2000,0.011697
31337,0.011469
49201,0.011044
49192,0.011044
515,0.011022
2223,0.010902
443,0.010840
49181,0.010542
1813,0.010429
120,0.010181
158,0.010148
49200,0.010040
3703,0.009580
32815,0.009322
17,0.009209
5000,0.008913
32771,0.008490
33281,0.008286
1030,0.008007
1022,0.007929
623,0.007929
32769,0.007768
5632,0.007694
10000,0.007598
49194,0.007530
49191,0.007530
49182,0.007530
49156,0.007530
9200,0.007268
30718,0.007190
49211,0.007028
49190,0.007028
49188,0.007028
49185,0.007028
5001,0.007018
5355,0.006938
32770,0.006745
37444,0.006732
34861,0.006732
34555,0.006732
1032,0.006705
4045,0.006656
3130,0.006656
1031,0.006639
49196,0.006526
49158,0.006526
37,0.006458
2967,0.006425
4000,0.006392
989,0.006277
3659,0.006277
4672,0.006227
34862,0.006214
23,0.006211
49195,0.006024
49189,0.006024
49187,0.006024
49162,0.006024
2148,0.005946
41524,0.005697
10080,0.005585
32772,0.005352
407,0.005305
42,0.005288
33354,0.005179
1034,0.005173
49199,0.005020
49180,0.005020
3389,0.004955
1001,0.004955
6346,0.004893
21,0.004844
13,0.004827
517,0.004794
1068,0.004778
990,0.004625
1045,0.004625
1041,0.004625
6001,0.004625
1782,0.004625
19283,0.004575
49210,0.004518
49209,0.004518
49208,0.004518
49205,0.004518
49202,0.004518
49184,0.004518
49179,0.004518
49171,0.004518
9876,0.004498
39213,0.004446
800,0.004333
389,0.004300
464,0.004300
1039,0.004295
1036,0.004295
1038,0.004295
1419,0.004267
192,0.004168
199,0.004152
44968,0.004143
1008,0.004020
49166,0.004016
49159,0.004016
1033,0.003964
1024,0.003964
22986,0.003922
19682,0.003922
22,0.003905
2002,0.003740
1021,0.003634
11487,0.003634
664,0.003634
58002,0.003514
49172,0.003514
49168,0.003514
49165,0.003514
49163,0.003514
1043,0.003493
1885,0.003304
1049,0.003304
5093,0.003304
1044,0.003304
3052,0.003304
6000,0.003304
7938,0.003304
1019,0.003304
5351,0.003304
683,0.003304
5500,0.003295
27892,0.003268
16680,0.003268
32773,0.003238
41058,0.003107
35777,0.003107
113,0.003031
52225,0.003012
49174,0.003012
49169,0.003012
49160,0.003012
1056,0.002973
1047,0.002973
8193,0.002973
685,0.002973
1886,0.002973
686,0.002973
6004,0.002973
38293,0.002970
782,0.002933
786,0.002900
38037,0.002869
32774,0.002819
780,0.002718
1080,0.002685
32775,0.002668
682,0.002643
2051,0.002643
1054,0.002643
9950,0.002643
983,0.002643
6971,0.002643
6970,0.002643
1014,0.002643
1066,0.002643
5050,0.002636
781,0.002636
31891,0.002614
31681,0.002614
31073,0.002614
30365,0.002614
30303,0.002614
29823,0.002614
28547,0.002614
27195,0.002614
25375,0.002614
22996,0.002614
22846,0.002614
21383,0.002614
20389,0.002614
20126,0.002614
20019,0.002614
19616,0.002614
19503,0.002614
19120,0.002614
18449,0.002614
16947,0.002614
16832,0.002614
42172,0.002589
33355,0.002589
32779,0.002584
53571,0.002510
52503,0.002510
49215,0.002510
49213,0.002510
49212,0.002510
49204,0.002510
49198,0.002510
49175,0.002510
49167,0.002510
5002,0.002504
27015,0.002432
5003,0.002356
7000,0.002339
513,0.002323
1485,0.002323
1065,0.002313
1048,0.002313
1090,0.002313
684,0.002313
9103,0.002313
1037,0.002313
1761,0.002313
32777,0.002282
539,0.002274
767,0.002257
434,0.002257
54321,0.002246
3401,0.002241
112,0.002208
6347,0.002142
512,0.002142
1000,0.002142
363,0.002125
47624,0.002071
42508,0.002071
45441,0.002071
41370,0.002071
41081,0.002071
40915,0.002071
40732,0.002071
40708,0.002071
40441,0.002071
40116,0.002071
39888,0.002071
36206,0.002071
35438,0.002071
34892,0.002071
34125,0.002071
33744,0.002071
32931,0.002071
32818,0.002071
38,0.002043
776,0.002043
32776,0.002013
64513,0.002008
63555,0.002008
62287,0.002008
61370,0.002008
58640,0.002008
58631,0.002008
56141,0.002008
54281,0.002008
51717,0.002008
50612,0.002008
49503,0.002008
49207,0.002008
49197,0.002008
49176,0.002008
49173,0.002008
49170,0.002008
49161,0.002008
49157,0.002008
