80,0.484143
23,0.221265
443,0.208669
21,0.197667
22,0.182286
25,0.131314
3389,0.083904
110,0.077142
445,0.056944
139,0.050809
143,0.050420
53,0.048463
135,0.047798
3306,0.045390
8080,0.042052
1723,0.032468
111,0.030034
995,0.029921
993,0.027199
5900,0.023560
1025,0.022406
587,0.019721
8888,0.016522
199,0.015945
1720,0.014277
465,0.013888
548,0.012395
113,0.012370
81,0.012056
6001,0.011730
10000,0.011692
514,0.011078
5060,0.010613
179,0.010538
1026,0.010237
2000,0.010112
8443,0.009986
8000,0.009710
32768,0.009199
554,0.008104
26,0.007991
1433,0.007929
49152,0.007907
2001,0.007339
515,0.007214
8008,0.006843
49154,0.006767
1027,0.006724
5666,0.006614
646,0.006549
5000,0.006423
5631,0.006248
631,0.006160
49153,0.006158
8081,0.006147
2049,0.006110
88,0.006072
79,0.006022
5800,0.005947
106,0.005934
2121,0.005834
1110,0.005809
49155,0.005702
6000,0.005683
513,0.005595
990,0.005570
5357,0.005474
427,0.005382
49156,0.005322
543,0.005282
544,0.005269
5101,0.005156
144,0.004981
7,0.004855
389,0.004717
8009,0.004642
3128,0.004516
444,0.004466
9999,0.004441
5009,0.004416
7070,0.004328
5190,0.004190
3000,0.004115
5432,0.004090
1900,0.003977
3986,0.003977
13,0.003927
1029,0.003801
9,0.003764
5051,0.003649
6646,0.003649
49157,0.003573
1028,0.003421
873,0.003400
1755,0.003350
2717,0.003345
4899,0.003337
9100,0.003287
119,0.003262
37,0.003161
1000,0.003149
3001,0.003124
5001,0.003023
82,0.002923
10010,0.002889
1030,0.002860
9090,0.002747
2107,0.002737
1024,0.002722
2103,0.002661
6004,0.002597
1801,0.002585
5050,0.002584
19,0.002559
8031,0.002509
1041,0.002433
255,0.002409
1056,0.002357
1049,0.002357
1065,0.002357
2967,0.002357
1048,0.002357
1053,0.002357
1064,0.002357
1054,0.002357
3703,0.002357
17,0.002346
808,0.002296
3689,0.002283
1031,0.002221
1044,0.002205
1071,0.002205
5901,0.002145
100,0.002133
9102,0.002133
8010,0.002129
2869,0.002129
1039,0.002129
4001,0.002129
9000,0.002129
5120,0.002129
2105,0.002120
636,0.002083
1038,0.002053
2601,0.002032
1,0.001995
7000,0.001995
1066,0.001901
1069,0.001901
625,0.001869
311,0.001857
280,0.001844
254,0.001832
4000,0.001794
1993,0.001779
1761,0.001756
5003,0.001756
2002,0.001744
2005,0.001731
1998,0.001731
1032,0.001719
1050,0.001669
6112,0.001656
3690,0.001597
1521,0.001568
2161,0.001521
6002,0.001518
1080,0.001518
2401,0.001480
902,0.001468
4045,0.001468
7937,0.001455
787,0.001455
1058,0.001380
2383,0.001369
32771,0.001367
1040,0.001342
1033,0.001342
1059,0.001342
50000,0.001317
5555,0.001305
10001,0.001292
1494,0.001255
593,0.001242
3,0.001242
2301,0.001242
1,0.001236
7938,0.001229
3268,0.001229
1022,0.001217
1234,0.001217
1074,0.001216
9001,0.001216
8002,0.001216
1036,0.001216
1035,0.001216
1037,0.001216
464,0.001192
1935,0.001179
6666,0.001179
2003,0.001179
497,0.001179
6543,0.001167
1352,0.001154
24,0.001154
3269,0.001142
1111,0.001140
407,0.001129
500,0.001129
20,0.001079
2006,0.001066
1034,0.001064
3260,0.001064
15000,0.001064
1218,0.001064
4444,0.001041
264,0.001029
33,0.001016
2004,0.001016
1042,0.000988
42510,0.000988
3052,0.000966
